codedName;INCI_name;INN name;Ph. Eur. Name;CAS;EC_No;IUPAC_Name;Restriction;Function
L7097;SYNTHETIC JOJOBA OIL;;;;;Jojoba oil, synthetic;;Emollient/skin  conditioning
L7098;SYNTHETIC WAX;paraffin, synthetic;;8002-74-2;232-315-6;Paraffin waxes and Hydrocarbon waxes. A complex combination of hydrocarbons obtained from petroleum fractions by solvent crystallization (solvent deoiling) or by the sweating process. It consists predominantly of straight chain hydrocarbons having carbon numbers predominantly greater  than C20;;Antistatic/binding/emollient/emul- sion stabilising/viscosity controlling
L7099;SYRINGA VULGARIS EXTRACT;;;90063-50-6;290-008-2;Syringa Vulgaris Extract is an extract of the lilac, Syringa vulgaris, Oleaceae;;Tonic
L7100;TABEBUIA EXTRACT;;;;;Tabebuia Extract is an extract of the bark of the lapacho, Tabebuia spp., Bignoniaceae;;Skin conditioning
L7101;TABEBUIA IMPETIGINOSA BARK EXTRACT;;;223748-85-4;;Tabebuia Impetiginosa Bark Extract is an extract of the inner bark of the South American tree, Tabebuia impetiginosa, Bignoniaceae;;Skin conditioning
L7102;TABEBUIA IMPETIGINOSA LEAF EXTRACT;;;223748-85-4;;Tabebuia Impetiginosa Leaf Extract is an extract of the leaves of the South American tree, Tabebuia impetiginosa, Bignoniaceae;;Skin conditioning
L7103;TAED;;;10543-57-4;234-123-8;N,N'-ethylenebis[N-acetylacetamide];;Bleaching
L7104;TAGETES ERECTA EXTRACT;;;90131-43-4;290-353-9;Tagetes Erecta Extract is an extract of the flowers of the aztec marigold, Tagetes  erecta, Compositae;;Skin conditioning
L7105;TALC;;;14807-96-6;238-877-9;Talc (Mg3H2(SiO3)4) (CI 77718);III/1,59;Absorbent/bulking
L7106;TALL OIL ACID;;;61790-12-3;263-107-3;Fatty acids, tall-oil;;Emollient/emulsifying/cleansing
L7107;TALL OIL BENZYL HYDROXYETHYL IMIDA- ZOLINIUM CHLORIDE;;;68309-34-2;269-674-3;Imidazolium compounds, 1-benzyl-4,5-dihydro-1-(hydro- xyethyl)-2-nortall-oil alkyl, chlorides;;Antistatic/hair conditioning
L7108;TALL OIL GLYCERIDES;;;97722-02-6;307-751-6;Glycerides, tall-oil mono-, di-, and  tri-;;Emollient/skin  conditioning
L7109;TALL OIL HYDRO- XYETHYL IMIDAZOLINE;;;61791-39-7;263-171-2;1H-Imidazole-1-ethanol, 4,5-dihydro-, 2-nortall-oil alkyl derivs.;;Antistatic/hair conditioning
L7110;TALL OIL STEROL;;;;;Sterols, tall-oil;;Emollient/refatting/skin condition- ing
L7111;TALLAMIDE DEA;;;68155-20-4;268-949-5;Amides, tall-oil fatty, N,N-bis(hydroxyethyl);;Antistatic/viscosity controlling/ foam boosting
L7112;TALLOL;;;8002-26-4;232-304-6;Tall oil. A complex combination of tall oil rosin and fatty acids derived from acidulation of crude tall oil soap and including that which is further  refined. Contains at least   10  % rosin;;Emollient/solvent
L7113;TALLOW ACID;;;61790-37-2;263-129-3;Fatty acids, tallow;;Emollient/emulsifying/cleansing/ skin  conditioning/refatting
L7114;TALLOW ALCOHOL;;;99561-04-3;308-980-4;Alcohols, tallow;;Emollient/emulsifying/refatting
L7115;TALLOW AMIDE;;;93455-70-0;297-355-9;Amides, tallow;;Emulsifying/emulsion stabilising/ surfactant/viscosity controlling/ foam  boosting
L7116;TALLOW AMINE;;;61790-33-8;263-125-1;Amines, tallow alkyl;;Emulsifying/surfactant
L7117;TALLOW BETAINE;;;;;Methanaminium, N-methyl-N-carboxymethyl-N-tallow- alkyl-, hydroxides, inner salts;;Surfactant/cleansing/hair condi- tioning/foam boosting/skin condi- tioning
L7118;TALLOW DIHYDROX- YETHYL BETAINE;;;70750-46-8;274-845-0;Betaines, bis(hydroxyethyl)tallow alkyl;;Surfactant/foaming/cleansing
L7119;TALLOW GLYCERIDE;;;61789-13-7;263-035-2;Glycerides, tallow mono-;;Emollient/emulsifying
L7120;TALLOW GLYCERIDES;;;91723-30-7;294-535-9;Glycerides, tallow mono-, di- and  tri-;;Emollient/emulsifying/skin condi- tioning
L7121;TALLOW HYDROXYETHYL IMIDAZOLINE;;;90411-99-7;291-479-7;1H-Imidazole-1-ethanol, 4,5-dihydro-, 2-nortallow alkyl derivs.;;Surfactant/hair conditioning
L7122;TALLOW TRIHYDROX- YETHYLAMMONIUM ACETATE;;;;;Quaternary ammonium compounds, tris(2-hydroxyethyl) tallow-alkyl, acetates;;Antistatic
L7123;TALLOWALKONIUM CHLORIDE;;;61789-75-1;263-085-5;Quaternary ammonium compounds, benzyldimethyltallow alkyl, chlorides;VI/1,54;Antistatic/preservative/surfactant
L7124;TALLOWAMIDE DEA;;;68140-08-9;268-772-3;Amides, tallow, N,N-bis(hydroxyethyl);;Antistatic/emulsifying/emulsion stabilising/viscosity controlling/ foam  boosting
L7125;TALLOWAMIDE MEA;;;90640-29-2/68153-63-9;292-546-3;Amides, tallow, N-(hydroxyethyl);;Antistatic/emulsifying/emulsion stabilising/viscosity controlling/ foam  boosting
L7126;TALLOWAMIDOPROPYL BETAINE;;;91783-17-4;295-095-0;1-Propanaminium, 3-amino-N-(carboxymethyl)-N, N- dimethyl-, N-tallow acyl derivs., hydroxides, inner  salts;;Surfactant/skin conditioning/hair conditioning/cleansing/foaming
L7127;TALLOWAMIDOPROPYL DIMETHYLAMINE;;;68425-50-3;270-356-1;Amides, tallow, N-[3-(dimethylamino)propyl];;Surfactant
L7128;TALLOWAMIDOPROPYL HYDROXYSULTAINE;;;70131-57-6;274-331-6;Amides, tallow, N-[3-(dimethylamino)propyl], alkylation products  with  sodium  3-chloro-2-hydroxypropanesulfonate;;Surfactant/hair conditioning/skin conditioning/foam boosting
L7129;TALLOWAMIDOPROPYLA- MINE OXIDE;;;68647-77-8;271-972-3;Amides, tallow, N-[3-(dimethylamino)propyl], N-oxides;;Antistatic/surfactant/hydrotrope/ cleansing/foam boosting
L7130;TALLOWAMINE OXIDE;;;;;Amines, tallow-alkyldimethyl, N-oxides;;Antistatic/emulsifying/surfactant/ foaming/hydrotrope/cleansing/ foam boosting
L7131;TALLOWAMINOPROPYLA- MINE;;;68439-73-6;270-416-7;Amines, N-(C14-18 and C16-18-unsatd. alkyl)trimethyle- nedi-. This substance is identified by SDA Substance Name: N-C14-C18 and C16-C18  unsaturated alkyl  propylene diamine  and  SDA  Reporting  Number: 04-032-00;;Emulsifying
L7132;TALLOWDIMONIUM PRO- PYLTRIMONIUM DICHLORIDE;;;68607-29-4;271-762-1;Quaternary ammonium compounds, pentamethyltallow alkyltrimethylenedi-, dichlorides;;Antistatic/emulsifying/surfactant
L7133;TALLOWETH-6;;;61791-28-4;;Alcohols, tallow, ethoxylated;;Emulsifying
L7134;TALLOWOYL ETHYL GLU- COSIDE;;;223706-32-9;;Ethyl-D-glucopyranoside, esters with tallow fatty  acids;;Cleansing/surfactant
L7135;TALLOWTRIMONIUM CHLORIDE;;;8030-78-2;232-447-4;Quaternary ammonium compounds, trimethyltallow alkyl, chlorides;VI/1,44;Antistatic/preservative/surfactant/ hair conditioning
L7136;TAMARIND POLYSAC- CHARIDE;;;;;Extractives and their physically modified derivatives, poly- saccharides from the seeds of Tamarindus indica, Legumi- nosae;;Skin conditioning
L7137;TAMARINDUS INDICA EXTRACT;;;84961-62-6;284-651-8;Tamarindus Indica Extract is an extract of the pulp of the tamarind,  Tamarindus  indica, Leguminosae;;Keratolytic/smoothing
L7138;TANACETUM VULGARE EXTRACT;;;84961-64-8;284-653-9;Tanacetum Vulgare Extract is an extract of the herb, flowers and seeds of the tansy, Tanacetum vulgare,   Compositae;;Skin conditioning
L7139;TANNIC ACID;tannic acid;;1401-55-4;215-753-2;Tannins. Gallic acid derivatives found in nutgalls, bark and other  plant parts,  especially oak bark;;Astringent
L7140;TARAKTOGENOS KURZII OIL;;;;;Taraktogenos Kurzii Oil is a fixed oil expressed from the seeds of Taraktogenos kurzii, Flacourtiaceae. It consists primarily of the glycerides of the fatty   acids;;Emollient/solvent
L7141;TARAXACUM OFFICINALE EXTRACT;;;68990-74-9;273-624-6;Taraxacum Officinale Extract is an extract of the rhizomes and roots of the dandelion, Taraxacum officinale, Compo- sitae;;Soothing/skin conditioning
L7142;TARAXACUM OFFICINALE ROOT;;;;;Taraxacum Officinale Root are the dried rhyzomes and roots of  the dandelion, Taraxacum officinale,  Compositae;;Skin conditioning
L7143;TARTARIC ACID;tartaric acid;;87-69-4/133-37-9/147-71-7;201-766-0/205-105-7/205-695-6;2,3-Dihydroxybutanedioic  acid;;Buffering
L7144;TAURINE;;;107-35-7;203-483-8;Ethanesulfonic  acid, 2-amino-;;Buffering
L7145;T-BUTYL  ALCOHOL;;;75-65-0;200-889-7;2-methylpropan-2-ol;;Denaturant/solvent
L7146;T-BUTYL HYDROQUI- NONE;;;1948-33-0;217-752-2;2-tert-butylhydroquinone;;Antioxidant
L7147;2-T-BUTYLCYCLOHEXYL ACETATE;;;88-41-5;201-828-7;2-tert-butylcyclohexyl acetate;;Solvent
L7148;2-T-BUTYLCYCLOHEXY- LOXYBUTANOL;;;;;Cyclohexane, 1-(4-hydroxybutoxy)-2-(1,1-dimethylethyl)-;;Solvent
L7149;TEA-ABIETOYL HYDRO- LYZED COLLAGEN;;;68918-77-4;;Proteins hydrolyzates, reaction products with abietoyl chloride compds. with triethanolamine;;Antistatic/surfactant/cleansing/skin protecting/hair conditioning
L7150;TEA-ACRYLATES/ACRYLO- NITROGENS  COPOLYMER;;;;;;;Film forming
L7151;TEA-C10-12 ALKYL SUL- FATE;;;;;2,2',2''-nitrilotrisethanol, C10-C12-alkyl sulfate  (salts);;Surfactant/foaming
L7152;TEA-C10-14 ALKYL BEN- ZENESULFONATE;;;90194-42-6;290-652-4;Benzenesulfonic acid, mono-C10-14-alkyl derivs., compds. with  triethanolamine;;Surfactant/foaming
L7153;TEA-C10-15 ALKYL SUL- FATE;;;;;Sulfuric acid, C10-C15-alkyl esters, compounds with 2,2',2''- nitrilotrisethanol;;Surfactant/foaming
L7154;TEA-C12-13 ALKYL SUL- FATE;;;223704-69-6;;Sulfuric acid, mono-C12-13-alkyl esters, compounds, with triethanolamine;;Cleansing/foaming/surfactant
L7155;TEA-C12-14 ALKYL SUL- FATE;;;90583-18-9;292-216-9;Sulfuric acid, mono-C12-14-alkyl esters, compounds, with triethanolamine;;Cleansing/foaming/surfactant
L7156;TEA-C12-15 ALKYL SUL- FATE;;;68815-25-8;272-364-0;Sulfuric acid, mono-C12-15-alkyl esters, compds. with triethanolamine;;Surfactant/cleansing/foaming
L7157;TEA-CANOLATE;;;;;Fatty acids,  canola-oil,  compounds  with triethanolamine;;Emulsifying/foaming
L7158;TEA-CARBOMER;;;;;;;Viscosity controlling/gel forming
L7159;TEA-COCOATE;;;61790-64-5;263-155-5;Fatty acids,  coco,  compds.  with triethanolamine;;Emulsifying/surfactant/foaming/ cleansing
L7160;TEA-COCO-SULFATE;;;;;Sulfuric acid, monococo alkyl esters, compounds with triethanolamine;;Surfactant/foaming
L7161;TEA-COCOYL GLUTA- MATE;;;68187-29-1;269-084-6;L-Glutamic acid, N-coco acyl derivs., compds. with triethanolamine  (1:1);;Surfactant/hair conditioning/ cleansing
L7162;TEA-COCOYL HYDRO- LYZED COLLAGEN;;;68952-16-9;;Acid chlorides, coco, reaction products with protein hydrolyzates, compds. with triethanolamine;;Antistatic/surfactant/skin condi- tioning/hair  conditioning/cleansing
L7163;TEA-COCOYL HYDRO- LYZED SOY PROTEIN;;;;;Protein hydrolyzates, soya, N-coco-acyl derivs., products with  triethanolamine;;Antistatic/skin conditioning
L7164;TEA-COCOYL SARCOSI- NATE;;;68411-96-1;;Glycine, N-methyl-, N-coco acyl derivs., compds. with triethanolamine;;Surfactant/cleansing/hair condi- tioning/foaming
L7165;TEA-DIMETHICONE COPOLYOL PHOSPHATE;;;;;Siloxanes and silicones, di-Me, ethers with ethylene glycol/ propylene glycol copolymer mono(dihydrogenphosphate), triethanolamine  salts;;Humectant/surfactant
L7166;TEA-DODECYLBENZENE- SULFONATE;;;27323-41-7;248-406-9;Dodecylbenzenesulphonic acid, compound with 2,2',2''- nitrilotriethanol  (1:1);;Surfactant/foaming
L7167;TEA-EDTA;;;60544-70-9;262-286-5;Tris(2-hydroxyethyl)ammonium trihydrogen ethylenediami- netetraacetate;;Chelating
L7168;TEA-HYDROCHLORIDE;;;637-39-8;211-284-2;Tris(2-hydroxyethyl)ammonium  chloride;;Viscosity controlling
L7169;TEA-HYDROGENATED TALLOW GLUTAMATE;;;;;Glutamic acid, N-(hydrogenated tallow acyl) derivs., com- pounds  with  triethanolamine;;Surfactant/hair conditioning/ cleansing
L7170;TEA-HYDROIODIDE;;;7601-53-8;231-508-2;2,2',2''-nitrilotrisethanol hydroiodide;;Buffering
L7171;TEA-ISOSTEARATE;;;88120-12-1;289-375-1;Isooctadecanoic acid, compound with 2,2',2''-nitrilotrietha- nol (1:1);;Emulsifying/surfactant/hair condi- tioning
L7172;TEA-ISOSTEAROYL HYDROLYZED  COLLAGEN;;;;;;;Surfactant/hair conditioning/skin conditioning/cleansing
L7173;TEA-LACTATE;;;20475-12-1;243-846-8;Tris(2-hydroxyethyl)ammonium lactate;;Humectant/skin conditioning
L7174;TEA-LANETH-5  SULFATE;;;;;;;Emulsifying/skin conditioning
L7175;TEA-LAURAMINOPROPIO- NATE;;;14171-00-7;238-015-1;N-dodecyl-.beta.-alanine, compound with 2,2',2''-nitrilo- triethanol (1:1);;Antistatic/surfactant/hair condi- tioning
L7176;TEA-LAURATE;;;2224-49-9;218-749-9;Lauric  acid, compound with  2,2',2''-nitrilotriethanol  (1:1);;Emulsifying/foaming
L7177;TEA-LAURETH SULFATE;;;27028-82-6;;Ethanol, 2,2',2''-nitrilotris-, compd. with .alpha.-sulfo-. omega.-(dodecyloxy)poly(oxy-1,2-ethanediyl) (1:1);;Emulsifying/surfactant/foaming
L7178;TEA-LAUROYL COLLAGEN AMINO ACIDS;;;;;;;Surfactant/skin conditioning/hair conditioning
L7179;TEA-LAUROYL GLUTA- MATE;;;53576-49-1;258-636-1;N-(1-oxododecyl)-L-glutamic acid, compound with 2,2',2''- nitrilotrisethanol  (1:1);;Surfactant/hair conditioning/ cleansing
L7180;TEA-LAUROYL HYDRO- LYZED COLLAGEN;;;;;;;Surfactant/skin conditioning
L7181;TEA-LAUROYL KERATIN AMINO ACIDS;;;;;;;Antistatic/surfactant/skin condi- tioning/cleansing/hair  conditioning
L7182;TEA-LAUROYL LACTY- LATE;;;;;Dodecanoic acid, 2-(1-carboxyethoxy)-1-methyl-2-oxoethyl ester,  compound  with  2,2',2''-nitrilotrisethanol (salt);;Emulsifying/surfactant
L7183;TEA-LAUROYL METHYLA- MINOPROPIONATE;;;89353-55-9;;.beta.-Alanine, N-methyl-N-(1-oxododecyl)-, compounds with  2,2',2''-nitrilotris[ethanol] (1:1);;Cleansing/surfactant
L7184;TEA-LAUROYL SARCOSI- NATE;;;16693-53-1;240-736-1;N-methyl-N-(1-oxododecyl)glycine, compound with 2,2',2''- nitrilotri(ethanol) (1:1);;Antistatic/surfactant/cleansing/ foaming
L7185;TEA-LAURYL ETHER;;;1733-93-3;217-073-1;2,2'-[[2-(dodecyloxy)ethyl]imino]bisethanol;;Antistatic
L7186;TEA-LAURYL SULFATE;;;139-96-8;205-388-7;Tris(2-hydroxyethyl)ammonium  dodecylsulphate;;Emulsifying/surfactant/cleansing/ foaming
L7187;TEA-MYRISTAMINOPRO- PIONATE;;;61791-98-8;263-210-3;N-tetradecyl-.beta.-alanine, compound with 2,2',2''-nitrilo- triethanol (1:1);;Antistatic/surfactant/cleansing/ foaming
L7188;TEA-MYRISTATE;;;41669-40-3;255-486-9;Tris(2-hydroxyethyl)ammonium  myristate;;Emulsifying/surfactant/cleansing
L7189;TEA-MYRISTOYL HYDRO- LYZED COLLAGEN;;;69430-23-5;;;;Antistatic/surfactant/skin condi- tioning
L7190;TEA-OLEATE;;;2717-15-9;220-311-7;Oleic  acid,  compound  with  2,2',2''-nitrilotriethanol (1:1);;Emulsifying/surfactant/cleansing
L7191;TEA-OLEOYL HYDRO- LYZED COLLAGEN;;;;;;;Antistatic/surfactant/skin condi- tioning
L7192;TEA-OLEOYL SARCOSI- NATE;;;17736-08-2;241-727-5;(Z)-N-methyl-N-(1-oxo-9-octadecenyl)glycine, compound with  2,2',2''-nitrilotri(ethanol) (1:1);;Antistatic/surfactant/foaming
L7193;TEA-OLEYL SULFATE;;;68698-78-2;272-094-3;18-sulphooleic acid, compound with 2,2',2''-nitrilotrietha- nol (1:1);;Emulsifying/surfactant/foaming
L7194;TEA-PALM KERNEL SAR- COSINATE;;;73049-98-6;277-259-3;Glycine, N-methyl-, N-C10-18-fatty acids derivs., compds. with  triethanolamine;;Antistatic/surfactant/foaming
L7195;TEA-PALMITATE;;;49719-60-0;256-444-2;Tris(2-hydroxyethyl)ammonium  palmitate;;Emulsifying/surfactant/cleansing
L7196;TEA-PCA;;;55901-20-7;259-883-8;5-oxo-DL-proline, compound with 2,2',2''-nitrilotriethanol (1:1);;Humectant/skin protecting
L7197;TEA-PEG-3 COCAMIDE SULFATE;;;73246-94-3;;Ethanol, 2,2',2''-nitrilotris-, compds. with polyethylene glycol hydrogen sulfate 2-(coco acylamino)ethyl  ether;;Emulsifying/surfactant/cleansing/ foaming/hydrotrope
L7198;TEA-PHENYLBENZIMIDA- ZOLE SULFONATE;;;73705-00-7;;1H-benzimidazolesulfonic acid, 2-phenyl-, sodium salt, compd.  with  2,2',2''-nitrilotris(ethanol);VII/1,6;UV filter/uv absorber
L7199;TEA-POLYPHOSPHATE;;;68131-71-5;268-624-8;Polyphosphoric  acids,  esters  with triethanolamine;;Emulsifying
L7200;TEA-ROSINATE;;;61790-65-5;263-156-0;Resin acids and Rosin acids, compounds with triethanola- mine;;Cleansing/surfactant
L7201;TEA-SALICYLATE;;;2174-16-5;218-531-3;Salicylic acid, compound with 2,2',2''-nitrilotriethanol (1:   1);VI/1,3;Preservative
L7202;TEA-SORBATE;;;;;TEA-Sorbate is the triethanolamine salt of 2,4-hexanedie- noic acid;VI/1,4;Antimicrobial/preservative
L7203;TEA-STEARATE;;;4568-28-9;224-945-5;Stearic  acid,  compound  with  2,2',2''-nitrilotriethanol (1:1);;Emulsifying/surfactant/cleansing
L7204;TEA-SULFATE;;;7376-31-0;230-934-6;Bis[tris(hydroxyethyl)ammonium] sulphate;;Buffering
L7205;TEA-TALLATE;;;68132-46-7;268-638-4;Fatty acids, tall-oil, compds. with   triethanolamine;;Emulsifying/surfactant/cleansing
L7206;TEA-TRIDECYLBENZENE- SULFONATE;;;61886-59-7;263-296-2;Tridecylbenzenesulphonic acid, compound with 2,2',2''- nitrilotriethanol  (1:1);;Surfactant/cleansing
L7207;TEA-UNDECYLENATE;;;84471-25-0;282-908-9;Undec-10-enoic acid, compound with 2,2',2''-nitrilotrietha- nol (1:1) (salt);VI/1,18;Cleansing/surfactant/preservative
L7208;TEA-UNDECYLENOYL HYDROLYZED  COLLAGEN;;;68951-91-7;;Protein hydrolyzates, reaction products with 10-undecenoyl chloride, compds. with triethanolamine;;Antidandruff/antistatic/surfactant/ skin conditioning
L7209;TECOMA LAPACHO EXTRACT;;;;;Tecoma Lapacho Extract is an extract of the bark of the lapacho, Tecoma lapacho, Bignoniaceae;;Skin conditioning
L7210;TELMESTEINE;;;122946-43-4;;3,4-Thiazolidinedicarboxylic acid, 3-ethyl ester, (R)-;;Antioxidant
L7211;TELPHAIRIA PEDATA OIL;;;225234-09-3;;Telphairia Pedata Oil is the fixed oil obtained from the plant, Telphairia pedata, Cucurbitaceae;;Emollient
L7212;TEREPHTHALIC ACID/ISO- PHTHALIC ACID/SODIUM ISOPHTHALIC ACID SUL- FONATE/GLYCOL COPO- LYMER;;;104677-82-9/88473-41-0;;1,3-Benzenedicarboxylic acid, 5-sulfo-, sodium salt, polymer with 1,3-benzenedicarboxylic acid, 1,4-benzenedicarboxylic acid  and 1,2-ethanediol;;Film forming/hair fixing
L7213;TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID;;;90457-82-2;;3,3'-(1,4-phenylenedimethylene)bis[7,7-dimethyl-2-oxo- bicyclo[2.2.1]heptane-1-methanesulfonic  acid];VII/1,7;UV filter/uv absorber
L7214;TERMINALIA CATAPPA EXTRACT;;;182371-63-7;;Terminalia Catappa Extract is an extract of the leaves of Terminalia  catappa, Combretaceae;;Skin conditioning
L7215;TERMINALIA SERICEA EXTRACT;;;90131-49-0;290-360-7;Terminalia Sericea Extract is an extract of the bark and roots of Terminalia sericea, Combretaceae;;Astringent
L7216;TERPINEOL;;;8000-41-7;232-268-1;Terpineol;;Denaturant/solvent
L7217;TERPINEOL  ACETATE;;;8007-35-0;232-357-5;Terpineol, acetate;;Masking
L7218;TESTICULAR EXTRACT;;;84540-19-2;283-110-3;Testicular Extract is an extract obtained from mammalian testes;;Skin conditioning
L7219;TETRABUTOXYPROPYL TRISILOXANE;;;;;;;Emollient
L7220;TETRABUTYL AMMO- NIUM BROMIDE;;;1643-19-2;216-699-2;Tetrabutylammonium bromide;;Antimicrobial/antistatic
L7221;TETRADECENE;;;119387-67-6;;Decene, tetramer;;Emollient
L7222;TETRADECYLEICOSANOL;;;119691-49-5;;1-eicosanol, 2-tetradecyl-;;Emollient/viscosity controlling/skin conditioning
L7223;TETRADECYLEICOSYL STEARATE;;;;;Octadecanoic acid, 2-tetradecyleicosyl  ester;;Emollient/skin  conditioning
L7224;TETRADECYLOCTADECA- NOL;;;32582-32-4;251-110-2;2-tetradecyloctadecan-1-ol;;Emollient/viscosity controlling/skin conditioning
L7225;TETRAHEXYLDECYL ASCORBATE;;;;;Tetrakis(2-hexyldecyl) ascorbate;;Antioxidant/skin conditioning
L7226;1,2,3,4-TETRAHYDRO-6- NITROQUINOXALINE;;;;;Quinoxaline,  1,2,3,4-tetrahydro-6-nitro-;;Stabilising
L7227;TETRAHYDRODIFERU- LOYLMETHANE;;;36062-04-1;;3,5-Heptanedione,  1,7-bis(4-hydroxy-3-methoxyphenyl);;Antioxidant
L7228;TETRAHYDROFURFURYL ACETATE;;;637-64-9;211-296-8;Tetrahydrofurfuryl acetate;;Solvent
L7229;TETRAHYDROFURFURYL ALCOHOL;;;97-99-4;202-625-6;Tetrahydrofurfuryl alcohol;;Solvent
L7230;TETRAHYDROFURFURYL RICINOLEATE;;;221363-34-4;;9-(Z)-Octadecenoic acid, 12-(R)-hydroxy-, (tetrahydro-2- furanyl)methyl ester;;Emollient
L7231;TETRAHYDROXYETHYL ETHYLENEDIAMINE;;;140-07-8;205-396-0;2,2',2'',2'''-ethylenedinitrilotetraethanol;;Buffering
L7232;TETRAHYDROXYPROPYL ETHYLENEDIAMINE;edetol;;102-60-3;203-041-4;1,1',1'',1'''-ethylenedinitrilotetrapropan-2-ol;;Chelating
L7233;TETRAMETHYL DECYNE- DIOL;;;126-86-3;204-809-1;2,4,7,9-tetramethyldec-5-yne-4,7-diol;;Antifoaming
L7234;TETRAMETHYL TETRA- PHENYL TRISILOXANE;;;3982-82-9;223-620-5;1,3,3,5-tetramethyl-1,1,5,5-tetraphenyltrisiloxane;;Emollient
L7235;TETRAMETHYLAMMO- NIUM CHLORIDE;;;75-57-0;200-880-8;Tetramethylammonium  chloride;;Viscosity controlling
L7236;TETRAPOTASSIUM ETI- DRONATE;;;14860-53-8;238-928-5;Tetrapotassium  (1-hydroxyethylidene)bisphosphonate;III/1,53;Chelating
L7237;TETRAPOTASSIUM PYRO- PHOSPHATE;;;7320-34-5;230-785-7;Tetrapotassium  pyrophosphate;;Buffering/chelating
L7238;TETRASODIUM DICAR- BOXYETHYL STEARYL SULFOSUCCINAMATE;;;3401-73-8;222-273-7;Tetrasodium N-(3-carboxylato-1-oxo-2-sulphonatopropyl)- N-octadecyl-L-aspartate;;Emulsifying/surfactant/hydrotrope
L7239;TETRASODIUM EDTA;edetate sodium;;64-02-8;200-573-9;Tetrasodium  ethylenediaminetetraacetate;;Chelating
L7240;TETRASODIUM ETIDRO- NATE;;;3794-83-0;223-267-7;Tetrasodium  (1-hydroxyethylidene)bisphosphonate;III/1,53;Chelating/emulsion stabilising/visc- osity controlling
L7241;TETRASODIUM PYRO- PHOSPHATE;sodium pyropho- sphate;;7722-88-5;231-767-1;Tetrasodium pyrophosphate;;Buffering/chelating/anticaking
L7242;TEUCRIUM SCORODONIA EXTRACT;;teucrium scorodonia;90131-55-8;290-367-5;Teucrium Scorodonia Extract is an extract of the herb of the germander, Teucrium scorodonia,  Labiatae;;Skin conditioning
L7243;THAUMATOCOCCUS DANIELLI EXTRACT;;;90131-57-0;290-369-6;Thaumatococcus Danielli Extract is an extract of the fruit of Thaumatococcus  danielli, Maranthaceae;;Skin conditioning
L7244;THENOYL  METHIONATE;;;60752-63-8;;L-methionine, N-(2-thienylcarbonyl)-;;Antistatic/hair conditioning
L7245;THEOBROMA CACAO BUTTER;cocoa butter;;8002-31-1;310-127-6;Theobroma Cacao Butter is a yellowish white solid material obtained from the roasted seeds of Theobroma cacao, Sterculiaceae;;Emollient
L7246;THEOBROMA CACAO EXTRACT;;;84649-99-0;283-480-6;Theobroma Cacao Extract is an extract of the bark and seeds of  the cocoa, Theobroma cacao,  Sterculiaceae;;Skin conditioning
L7247;THEOBROMINE;;;83-67-0;201-494-2;1H-Purine-2,6-dione,   3,7-dihydro-3,7-dimethyl-;;Skin conditioning
L7248;THEOPHYLLINE;theophylline;theophyllinum;58-55-9;200-385-7;1H-Purine-2,6-dione,   3,7-dihydro-1,3-dimethyl-;;Tonic
L7249;THIABENDAZOLE;tiabendazole;;148-79-8;205-725-8;1H-Benzimidazole, 2-(4-thiazolyl)-;;Antimicrobial
L7250;THIAMINE HCL;thiamine hydro- chloride;thiamini hydrochlori- dum;67-03-8;200-641-8;Thiazolium, 3-[(4-amino-2-methyl-5-pyrimidinyl)methyl]- 5-(2-hydroxyethyl)-4-methyl-,  chloride,  monohydrochloride;;Skin conditioning
L7251;THIAMINE  NITRATE;thiamine mononi- trate;;532-43-4;208-537-4;Thiazolium, 3-[(4-amino-2-methyl-5-pyrimidinyl)methyl]- 5-(2-hydroxyethyl)-4-methyl-, nitrate (salt);;Skin conditioning
L7252;THIMEROSAL;thiomersal;;54-64-8;200-210-4;Mercurate(1-), ethyl[2-mercaptobenzoato(2-)-O, S]-,  sodium;VI/1,16;Preservative
L7253;2,2'-THIOBIS(4-CHLORO- PHENOL);fenticlor;;97-24-5;202-568-7;Phenol,  2,2'-thiobis[4-chloro-;;Antimicrobial
L7254;THIODIGLYCOL;thidiglycol;;111-48-8;203-874-3;Thiodiglycol;;Antioxidant
L7255;THIODIGLYCOLAMIDE;;;14618-65-6;238-657-2;2,2'-thiobisacetamide;;Antioxidant
L7256;THIODIGLYCOLIC  ACID;;;123-93-3;204-663-9;Thiodi(acetic acid);;Reducing
